title,release_year,vote_average,popularity,genres,success
Horrible Bosses 2,2014,6.1,20.903362,Comedy,1
Lucia,2013,6.8,0.449582,"Fantasy, Romance, Thriller",1
Penguins of Madagascar,2014,6.5,22.201607,"Family, Animation, Adventure, Comedy",1
Black or White,2014,6.5,10.763583,Drama,1
The Water Diviner,2014,6.8,9.615664,"War, Drama",0
Still Alice,2014,7.5,8.823253,Drama,1
Paddington,2014,7.0,15.686837,"Family, Comedy",1
Maze Runner: The Scorch Trials,2015,6.5,41.225769,Action,1
Clouds of Sils Maria,2014,6.7,8.151346,Drama,0
Hard to Be a God,2013,6.7,5.921772,"Drama, Science Fiction",0
Kill the Messenger,2014,6.6,13.524048,"Thriller, Crime, Drama, Mystery",0
The Face of Love,2013,5.9,2.999052,"Drama, Romance",0
The Hobbit: The Battle of the Five Armies,2014,7.1,31.718977,"Action, Adventure, Fantasy",1
Selma,2014,7.4,7.107071,"History, Drama",1
Unbroken,2014,7.3,10.543955,"Drama, War",1
Fat Pizza,2003,5.7,0.99099,Comedy,1
Khumba,2013,5.8,5.219667,"Animation, Adventure, Family",1
A Girl Walks Home Alone at Night,2014,6.9,6.039895,"Horror, Romance",0
Mommy,2014,8.2,14.876086,Drama,0
A Most Violent Year,2014,6.5,17.187708,"Crime, Drama, Thriller",0
Wild,2014,7.0,11.209154,Drama,1
Big Eyes,2014,6.8,7.412826,Drama,1
Into the Woods,2014,5.6,9.580785,"Fantasy, Comedy, Music",1
The Interview,2014,6.1,14.526049,"Action, Comedy",0
Kingsman: The Secret Service,2015,7.6,28.224212,"Crime, Comedy, Action, Adventure",1
Night at the Museum: Secret of the Tomb,2014,6.1,19.539436,"Adventure, Comedy, Fantasy, Family",1
Madea's Big Happy Family,2011,6.7,2.503594,"Comedy, Drama",1
Seventh Son,2014,5.2,15.297821,"Adventure, Fantasy",1
Gloss,2007,3.6,0.880482,"Comedy, Drama",1
Fishtales,2007,4.0,0.964715,"Fantasy, Drama, Comedy, Science Fiction, Romance, Family, Foreign",0
Annie,2014,6.0,13.275529,"Comedy, Drama, Family",1
PK,2014,7.7,12.58752,"Comedy, Drama, Science Fiction",1
Foodfight!,2012,2.3,6.693589,"Animation, Action, Comedy, Family",0
Drishyam,2013,8.1,1.908761,"Crime, Thriller",1
Chappie,2015,6.6,30.206365,"Crime, Action, Science Fiction",1
Gimme Shelter,2013,6.4,5.636855,Drama,0
Taken 3,2014,6.1,18.081483,"Thriller, Action",1
Blackhat,2015,5.1,14.932368,"Crime, Drama, Mystery",0
Terminator Genisys,2015,5.8,30.188198,"Science Fiction, Action, Thriller, Adventure",1
The Woman in Black 2: Angel of Death,2014,5.0,6.942139,"Thriller, Horror, Drama",1
Forbidden Kingdom,2014,4.9,5.653476,"Thriller, Adventure, Mystery, Fantasy",1
Justin Bieber: Never Say Never,2011,4.8,5.892524,"Documentary, Music, Family",1
Nurse 3-D,2013,4.9,5.192042,"Horror, Thriller",1
"Tad, the Lost Explorer",2012,5.6,11.003515,"Animation, Comedy, Adventure, Family",1
Nothing Left to Fear,2013,4.6,5.317284,Horror,0
It Follows,2015,6.6,20.359336,"Horror, Thriller",1
Highway to Hell,1991,6.1,1.80809,"Fantasy, Action, Comedy, Science Fiction",0
The Berlin File,2013,6.5,7.453745,"Action, Drama, Thriller",1
Tim,1979,6.3,7.165079,"Romance, Drama",1
Solomon and Sheba,1959,5.4,1.739898,"Drama, History, Romance, War",1
Peter and Vandy,2009,6.5,0.892007,"Drama, Comedy, Romance",0
Kandahar,2010,6.4,1.011029,"Drama, Action",1
Torrente 5: Operación Eurovegas,2014,5.2,4.207751,"Action, Comedy",1
Mad Max: Fury Road,2015,7.3,29.36178,"Action, Adventure, Science Fiction, Thriller",1
Insidious: Chapter 3,2015,6.3,10.098792,"Drama, Horror, Thriller",1
Star Wars: The Force Awakens,2015,7.5,31.626013,"Action, Adventure, Science Fiction, Fantasy",1
Ben-Hur,2016,5.3,11.51021,"Adventure, Drama, Action",0
Warcraft,2016,6.3,12.572718,"Action, Adventure, Fantasy",1
Avengers: Age of Ultron,2015,7.3,37.37942,"Action, Adventure, Science Fiction",1
Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,133.82782,"Adventure, Action, Fantasy, Comedy",1
Ant-Man,2015,7.0,26.882388,"Science Fiction, Action, Adventure",1
Fantastic Four,2015,4.4,17.246484,"Action, Adventure, Science Fiction",1
Deadpool,2016,7.4,187.860492,"Action, Adventure, Comedy",1
Guardians of the Galaxy Vol. 2,2017,7.6,185.330992,"Action, Adventure, Comedy, Science Fiction",1
Captain America: Civil War,2016,7.1,145.882135,"Adventure, Action, Science Fiction",1
Doctor Strange,2016,7.1,43.847654,"Action, Adventure, Fantasy, Science Fiction",1
X-Men: Apocalypse,2016,6.4,28.712522,Science Fiction,1
Sankofa,1993,6.9,0.04586,Drama,1
My Way,2012,6.2,7.847574,Drama,1
The Derby Stallion,2005,4.7,1.500013,"Drama, Family",1
Cake,2014,6.2,10.197503,Drama,0
The Snow Queen,2012,5.1,6.407641,"Animation, Fantasy",1
Hard Contract,1969,6.7,0.491227,"Crime, Romance",0
The Gambler,2014,5.7,8.728556,"Thriller, Crime, Drama",1
Parrish,1961,6.0,1.058213,"Drama, Romance",1
Mortdecai,2015,5.4,10.241861,"Comedy, Adventure",0
Fifty Shades of Grey,2015,5.2,33.068431,"Drama, Romance, Thriller",1
The DUFF,2015,6.8,8.592449,"Romance, Comedy",1
Of Horses and Men,2013,6.9,2.861451,"Drama, Romance, Comedy",1
Project Almanac,2015,6.4,9.363482,"Science Fiction, Thriller",1
Brooklyn,2015,7.2,7.991613,"Drama, Romance",1
A Walk in the Woods,2015,5.7,12.019571,"Adventure, Comedy, Drama",1
99 Homes,2014,6.8,6.60913,Drama,0
Aloft,2014,5.1,3.851653,Drama,0
The Bronze,2016,5.5,5.353826,"Drama, Comedy",0
The D Train,2015,4.5,3.993759,"Drama, Comedy",1
The Diary of a Teenage Girl,2015,6.8,14.986654,"Drama, Romance",0
Dope,2015,7.2,7.948581,"Crime, Drama, Comedy",1
Miss Julie,2014,5.8,3.791712,Drama,0
The Loft,2014,6.4,14.443362,Thriller,0
Lost River,2015,5.8,6.640704,"Fantasy, Thriller",0
Battletruck,1982,4.2,0.815844,Science Fiction,1
Italiano medio,2015,6.0,3.782108,Comedy,1
The Hateful Eight,2015,7.6,20.328822,"Crime, Drama, Mystery, Western",1
Paper Towns,2015,6.1,9.662731,"Drama, Mystery, Romance",1
The Wedding Ringer,2015,6.5,12.21459,Comedy,1
The Boy Next Door,2015,4.1,10.200398,Thriller,1
Crimson Peak,2015,6.4,13.492684,"Mystery, Thriller, Fantasy, Horror, Drama",1
Hot Tub Time Machine 2,2015,5.0,6.575393,Comedy,0
Focus,2015,6.7,10.035362,"Romance, Comedy, Crime, Drama",1
The SpongeBob Movie: Sponge Out of Water,2015,5.7,12.334689,"Animation, Adventure, Comedy, Family",1
Demonic,2015,5.0,9.234943,"Thriller, Horror",1
The Second Best Exotic Marigold Hotel,2015,6.3,5.204474,"Drama, Comedy",1
Tracers,2015,5.9,9.056173,"Action, Crime, Drama",0
Wolf Totem,2015,6.4,6.542647,"Adventure, Drama",1
The Lazarus Effect,2015,5.1,5.840554,"Thriller, Horror",1
Unfinished Business,2015,5.0,10.24952,Comedy,0
Soulless,2012,5.5,1.823774,"Comedy, Drama",1
Raanjhanaa,2013,6.3,1.856101,"Drama, Romance",1
Run All Night,2015,6.3,16.838145,"Action, Crime, Drama, Mystery, Thriller",1
Stand by Me Doraemon,2014,7.0,6.493765,"Fantasy, Animation, Family",1
Cinderella,2015,6.7,19.801128,"Romance, Fantasy, Family, Drama",1
Poltergeist,2015,5.0,15.968492,"Horror, Thriller",1
Pan,2015,5.9,11.30428,"Adventure, Family, Fantasy",0
While We're Young,2015,5.8,9.42755,"Comedy, Drama, Mystery",0
Suite Française,2014,7.1,5.02124,"Drama, Romance, War",0
Insurgent,2015,6.2,27.887186,"Adventure, Science Fiction, Thriller",1
Big Game,2014,5.3,6.911759,"Action, Adventure, Thriller",0
La vérité si je mens !,1997,6.3,5.099557,Comedy,1
Home,2015,6.8,13.422713,"Fantasy, Comedy, Animation, Science Fiction, Family",1
Midnight Special,2016,6.2,12.682927,"Adventure, Drama, Science Fiction",0
The Gunman,2015,5.5,11.429831,"Action, Drama, Crime",0
Escobar: Paradise Lost,2014,6.1,12.543659,"Thriller, Romance",0
Furious 7,2015,7.3,27.275687,Action,1
Unfriended,2015,5.5,10.07817,"Horror, Thriller",1
Bolero,1984,3.4,1.456485,"Drama, Romance",1
Child 44,2015,6.1,17.608346,"Crime, Thriller",0
Get Hard,2015,5.9,8.178015,Comedy,1
What Men Talk About,2010,7.6,3.022666,Comedy,1
Kung Fu Jungle,2014,6.5,6.636514,"Crime, Action, Thriller",0
Infinitely Polar Bear,2014,6.9,6.502973,"Comedy, Drama",0
Woman in Gold,2015,7.3,11.61,Drama,1
"Ryaba, My Chicken",1994,4.3,0.677253,,1
Samba,2014,6.4,11.024334,"Drama, Comedy",0
Space Dogs,2010,6.3,4.037707,"Family, Animation",0
Tomorrowland,2015,6.2,22.296076,"Adventure, Family, Mystery, Science Fiction",1
Long Live Freedom,2013,7.2,2.513078,Drama,0
Paul Blart: Mall Cop 2,2015,5.0,17.02038,"Action, Comedy, Family",1
Parts Per Billion,2014,4.4,8.279917,Science Fiction,1
The Admiral: Roaring Currents,2014,7.0,5.062756,"Adventure, War",1
The Longest Ride,2015,7.3,10.264416,"Drama, Romance",1
Table For Five,1983,4.8,0.406505,,0
The Age of Adaline,2015,7.4,10.542026,"Fantasy, Drama, Romance",1
Danny Collins,2015,6.6,16.903373,"Comedy, Drama, Music",1
Grandma,2015,6.1,4.565414,"Comedy, Drama",1
50 to 1,2014,5.7,2.691651,"Comedy, Drama",0
Barbecue,2014,5.8,4.707275,Comedy,1
Falling From Grace,1992,5.3,1e-06,"Drama, Romance",1
San Andreas,2015,6.0,20.547925,"Action, Drama, Thriller",1
A Company Man,2012,6.6,6.261686,"Drama, Action",1
Hitman: Agent 47,2015,5.5,10.721799,"Action, Crime, Thriller",1
Jimmy P.,2013,6.0,4.50333,Drama,0
Ricki and the Flash,2015,5.6,16.778946,"Comedy, Drama, Music",1
Piku,2015,6.8,2.942711,"Drama, Comedy",1
Pitch Perfect 2,2015,6.8,15.862632,"Comedy, Music",1
Carol,2015,7.3,8.364201,"Romance, Drama",1
Strangerland,2015,5.1,5.975657,"Drama, Thriller",0
The Lobster,2015,6.7,11.223033,"Thriller, Comedy, Drama, Romance, Science Fiction",1
Maggie,2015,5.2,12.020933,Horror,0
Hot Pursuit,2015,5.4,6.90658,"Action, Comedy, Crime",1
The Green Inferno,2014,5.0,9.336019,"Action, Adventure, Horror, Thriller",1
A Driver for Vera,2004,6.2,0.975857,Drama,0
Plus one,2008,4.0,0.562568,"Drama, Comedy",1
The Martian,2015,7.6,25.62993,"Drama, Adventure, Science Fiction",1
Badlapur,2015,6.8,1.493061,"Crime, Mystery, Thriller",1
Youth,2015,6.7,8.717661,"Comedy, Drama",0
Wake Up Sid,2009,6.8,1.710257,"Drama, Comedy, Romance, Foreign",1
Rangeela,1995,7.1,0.709452,"Drama, Romance",1
Sarkar,2005,6.9,2.004745,"Crime, Action, Drama",1
Spy,2015,6.9,13.257467,"Action, Comedy, Crime",1
Trainwreck,2015,5.9,17.310647,Comedy,1
From a Whisper to a Scream,1987,6.8,1.392022,"Comedy, Horror",1
Aloha,2015,5.2,8.451297,"Drama, Comedy, Romance",0
Tutto tutto niente niente,2012,4.8,2.208906,Comedy,1
Song One,2014,5.5,6.743182,Drama,0
Dragon Blade,2015,5.9,5.462048,"Action, Drama, Adventure",1
Mere Brother Ki Dulhan,2011,6.5,1.838865,"Drama, Comedy, Romance",1
Entourage,2015,6.2,14.013413,Comedy,1
5 Flights Up,2014,5.9,9.383088,Drama,0
Inside Out,2015,7.9,23.985587,"Drama, Comedy, Animation, Family",1
Tanu Weds Manu,2011,6.1,1.252133,"Drama, Comedy, Romance, Foreign",0
The Hunger Games: Mockingjay - Part 2,2015,6.6,26.628178,"Action, Adventure, Science Fiction",1
Max,2015,6.8,7.987747,"Adventure, Drama, Family",1
Pixels,2015,5.6,21.14796,"Action, Comedy, Science Fiction",1
Allegiant,2016,5.9,18.386172,"Adventure, Science Fiction",1
Fantastic Beasts and Where to Find Them,2016,7.2,41.051421,"Adventure, Family, Fantasy",1
Madras Cafe,2013,6.9,2.39989,Thriller,1
The Secret Life of Pets,2016,5.9,11.01395,"Animation, Family",1
White Tiger,2012,5.9,9.56013,"Action, Adventure, Fantasy, War",0
Gabbar Is Back,2015,7.0,1.812728,"Drama, Action",1
Little Boy,2015,7.0,11.946728,"Comedy, Drama, War",0
Self/less,2015,6.3,25.301568,"Science Fiction, Mystery, Thriller",1
Criminal,2016,5.8,10.038581,Action,0
The Last Witch Hunter,2015,5.7,13.412445,"Fantasy, Action, Adventure",1
Krampus,2015,5.9,15.553313,"Horror, Comedy, Fantasy",1
Suicide Squad,2016,5.9,42.965027,"Action, Adventure, Crime, Fantasy, Science Fiction",1
Bluffmaster!,2005,4.9,1.12908,"Drama, Comedy, Romance, Foreign",1
Independence Day: Resurgence,2016,4.9,16.993841,"Action, Adventure, Science Fiction",1
Star Trek Beyond,2016,6.6,20.659284,"Action, Adventure, Science Fiction",1
Pizza,2012,5.5,0.602301,"Thriller, Comedy, Romance, Horror",1
Rockstar,2011,7.4,2.009033,"Drama, Music, Romance",1
This is Sodom,2010,7.5,0.63535,"Comedy, History",1
Jackson County Jail,1976,5.2,2.482536,"Crime, Drama",1
Kaminey,2009,7.2,2.089842,"Action, Crime, Drama",1
Company,2002,6.3,1.472352,"Action, Drama, Foreign",1
Vishwaroopam,2013,5.5,1.542355,"Action, Crime, Thriller",1
Shootout at Lokhandwala,2007,6.0,1.3666,"Action, Crime, Drama, Foreign",1
Josh,2000,6.0,4.0315,"Romance, Drama",1
Dhoom 3,2013,6.0,5.326716,"Action, Crime, Thriller",1
Dhoom 2,2006,5.9,3.81393,"Drama, Action, Thriller, Crime",1
Ted 2,2015,6.2,42.061481,Comedy,1
Minions,2015,6.4,547.488298,"Family, Animation, Adventure, Comedy",1
Rough Cut,1980,6.1,0.825638,"Adventure, Comedy, Crime, Mystery, Romance",1
The Good Dinosaur,2015,6.6,12.319595,"Adventure, Animation, Family",1
Black Mass,2015,6.3,10.61072,"Crime, Drama",1
Spectre,2015,6.3,24.926577,"Action, Adventure, Crime",1
Mickey's Christmas Carol,1983,7.6,11.742804,"Family, Animation",1
Bulletproof,1988,6.5,0.183677,"Action, Thriller",0
Steve Jobs,2015,6.8,16.224866,"Drama, History",1
Macbeth,2015,6.4,12.493466,"History, Drama, War",0
Vacation,2015,6.1,11.33038,Comedy,1
Manglehorn,2015,5.2,4.69699,Drama,0
Shabd,2005,5.0,0.922522,"Drama, Foreign, Romance",1
Batman v Superman: Dawn of Justice,2016,5.7,31.435879,"Action, Adventure, Fantasy",1
Gemma Bovery,2014,6.2,5.105914,"Romance, Drama, Comedy",0
Love and the City,2009,5.1,1.03513,"Comedy, Romance",1
Magic Mike XXL,2015,6.2,8.76993,"Comedy, Drama, Music",1
The Jungle Book,2016,6.7,17.432758,"Family, Adventure, Drama, Fantasy",1
Dragon Ball Z: Resurrection 'F',2015,6.8,11.350372,"Action, Adventure, Animation, Fantasy",1
Bombay Velvet,2015,5.4,1.377993,"Crime, Drama, Thriller",0
The Man from U.N.C.L.E.,2015,7.1,14.656875,"Comedy, Action, Adventure",1
Treehouse,2014,3.5,1.574542,"Thriller, Horror, Mystery",0
The Walk,2015,6.9,9.425787,"Adventure, Drama, Thriller",1
13 Hours: The Secret Soldiers of Benghazi,2016,7.0,18.022579,"Action, Drama, History, Thriller, War",1
French Women,2014,5.6,6.976069,Comedy,1
Welcome to the North,2012,5.6,5.219214,Comedy,1
The Worst Christmas of My Life,2012,5.5,3.800073,Comedy,1
La peggior settimana della mia vita,2011,5.9,5.010563,Comedy,1
A Whole Life Ahead,2008,6.5,3.372144,"Romance, Drama, Comedy",0
The Opposite Sex,2014,4.1,3.436499,Comedy,0
The Gallows,2015,4.9,7.51505,"Horror, Thriller",1
Dark Places,2015,5.7,9.188583,"Drama, Mystery, Thriller",0
Mustang,2015,8.0,6.49255,Drama,0
Soodhu Kavvum,2013,7.0,1.217786,"Comedy, Thriller",1
Bajrangi Bhaijaan,2015,7.7,6.31224,"Adventure, Comedy, Drama",1
The Revenant,2015,7.3,23.501228,"Western, Drama, Adventure, Thriller",1
Irrational Man,2015,6.3,6.862812,"Mystery, Drama",1
Baahubali: The Beginning,2015,7.5,11.80967,"Action, Adventure, History, War",1
Southpaw,2015,7.3,12.370126,"Action, Drama",1
Sicario,2015,7.2,19.511221,"Action, Crime, Drama, Mystery, Thriller",1
Anomalisa,2015,6.9,10.428421,"Animation, Comedy, Drama, Romance",0
Colonia,2016,7.4,10.156891,"Drama, Romance, History",0
The Vatican Tapes,2015,4.6,5.149301,"Thriller, Horror",0
The Intern,2015,7.1,15.651705,Comedy,1
Love,2015,5.2,2.328321,"Drama, Romance",0
Room,2015,8.1,12.443291,"Drama, Thriller",1
The Gift,2015,6.7,8.585856,"Thriller, Mystery",1
The Witch,2016,6.3,11.840138,"Mystery, Horror",1
3 Generations,2016,6.1,4.626438,"Comedy, Drama",0
Zaytoun,2012,6.6,3.549738,"Drama, War, Adventure, Thriller",0
The Visit,2015,6.0,15.021058,"Horror, Thriller",1
Secret in Their Eyes,2015,6.2,6.79115,"Crime, Drama, Mystery",1
Sinister 2,2015,5.5,17.602928,Horror,1
American Ultra,2015,6.0,9.534828,"Comedy, Action",0
No Escape,2015,6.7,14.13262,"Action, Thriller",1
Straight Outta Compton,2015,7.7,21.183077,"Drama, Music",1
Tangerine,2015,6.9,4.832631,"Comedy, Drama",1
Joy,2015,6.4,12.975936,"Drama, Comedy",1
Iron & Blood: The Legend of Taras Bulba,2009,5.0,7.855489,"Drama, History",0
Victor Frankenstein,2015,5.6,9.447808,"Drama, Science Fiction, Thriller",0
Sholem Aleichem: Laughing In The Darkness,2012,7.0,0.086226,Documentary,1
The Angrez,2006,6.9,0.34064,Comedy,1
Captive,2012,5.9,0.660969,"Drama, Thriller",1
Equals,2015,5.9,19.803969,"Drama, Romance, Science Fiction",0
Scouts Guide to the Zombie Apocalypse,2015,6.2,20.683405,"Comedy, Horror",0
Suffragette,2015,7.1,8.093442,"Drama, History",1
We Are Your Friends,2015,6.3,9.023686,"Drama, Music, Romance",1
War Room,2015,6.9,5.384163,Drama,1
Legend,2015,6.7,11.187833,"Crime, Thriller",1
The Danish Girl,2015,7.4,11.245661,Drama,1
Green Room,2016,6.7,8.4702,"Horror, Crime, Thriller",0
Beasts of No Nation,2015,7.6,11.732546,"Drama, War",1
The Lady in the Van,2015,6.0,5.799373,"Comedy, Drama",1
Zid,2014,7.5,0.195677,"Thriller, Romance",0
The Transporter Refueled,2015,5.3,11.007319,"Thriller, Action, Crime",1
La Vérité si je Mens ! 3,2012,5.3,3.81584,Comedy,1
Would I Lie to You? 2,2001,6.4,4.052991,Comedy,1
Knock Knock,2015,4.9,11.898793,"Drama, Thriller",1
Dreaming of Space,2005,5.7,0.570293,Drama,0
Silenced,2011,8.0,4.385574,Drama,1
The House of Usher,2007,5.0,0.11689,"Drama, Horror, Thriller",0
Demolition,2016,6.6,6.925667,"Comedy, Drama",0
Our Brand Is Crisis,2015,5.8,12.158176,"Comedy, Drama",0
Agneepath,2012,6.3,2.589507,"Action, Crime, Drama",1
Cocktail,2012,6.2,7.950488,"Romance, Drama, Comedy",1
The Assassin,2015,6.6,6.294815,"Action, Drama, History",0
The Night Before,2015,6.1,10.516094,Comedy,1
Everest,2015,6.7,10.758754,"Adventure, Drama",1
Monster Hunt,2015,5.7,5.361771,"Action, Comedy, Fantasy",1
Spotlight,2015,7.8,14.63239,"Drama, Thriller, History",1
Son of Saul,2015,7.1,6.403937,"War, Drama, Thriller",1
Pawn Sacrifice,2015,6.7,7.399209,"Thriller, Drama",0
Hardcore Henry,2015,6.2,14.544852,"Action, Adventure, Science Fiction",1
Burnt,2015,6.3,8.066726,Drama,1
Lootera,2013,6.6,1.296259,"Drama, Romance",1
Bangalore Days,2014,7.4,0.955596,"Drama, Family, Romance",0
Ohm Shanthi Oshaana,2014,6.9,0.633359,"Comedy, Romance",1
Alaipayuthey,2000,6.7,0.570021,"Romance, Drama",1
Vaaranam Aayiram,2008,7.5,0.505589,"Drama, Comedy, Thriller, Romance",1
Hotel Transylvania 2,2015,6.7,11.760218,"Animation, Comedy, Family",1
Godfather,1991,6.9,0.646227,"Comedy, Romance",1
Varalaru,2006,6.1,0.482527,Drama,0
Freeheld,2015,7.1,4.955317,"Romance, Drama",0
By the Sea,2015,5.4,12.61223,"Drama, Romance",0
The Little Prince,2015,7.6,11.376954,"Adventure, Animation, Fantasy",1
Wonder Woman,2017,7.2,294.337037,"Action, Adventure, Fantasy",1
The Circle,2017,5.4,88.439243,"Drama, Thriller, Science Fiction",1
Silence,2016,7.0,14.16938,"Drama, History",0
Bridge of Spies,2015,7.2,13.707888,"Thriller, Drama",1
Cruel World,2005,4.8,0.262437,"Thriller, Horror, Comedy",0
"Hail, Caesar!",2016,5.7,11.241366,"Comedy, Drama, Mystery",1
Look Who's Back,2015,6.8,6.704659,Comedy,1
Standing Tall,2015,7.3,4.206655,Drama,0
Clockstoppers,2002,4.9,4.920175,"Adventure, Family, Science Fiction, Thriller",1
The Bullet Vanishes,2012,6.0,1.675406,"Action, Mystery",0
Confessions of a Dangerous Mind,2002,6.6,7.645827,"Comedy, Crime, Drama, Romance, Thriller",1
Goosebumps,2015,6.2,12.365292,"Adventure, Horror, Comedy",1
Rita's Last Fairy Tale,2012,7.4,0.560685,,1
The Perfect Guy,2015,5.6,7.607052,"Drama, Thriller",1
Rock the Kasbah,2015,5.2,10.394389,"Comedy, Music, War",0
Momentum,2015,5.9,7.895442,"Action, Thriller",0
Aferim!,2015,7.5,2.214179,"Drama, History",0
Paranormal Activity: The Ghost Dimension,2015,5.0,9.185701,"Horror, Thriller",1
Jem and the Holograms,2015,5.4,5.394112,"Drama, Music, Adventure, Fantasy",0
The 33,2015,6.0,8.383246,"Drama, History",0
The Dressmaker,2015,6.9,7.95686,Drama,1
Trumbo,2015,7.3,7.358726,Drama,0
Wolf Warrior,2015,5.8,2.162781,"Adventure, Action, War",1
Concussion,2015,7.0,7.739783,Drama,1
The Peanuts Movie,2015,6.5,12.338346,Animation,1
Antikiller,2002,4.8,0.191539,"Action, Crime",0
Duniyadari,2014,0.0,0.016219,,0
Shikshanachya Aaicha Gho,2010,8.0,0.043519,Comedy,1
Dil To Pagal Hai,1997,6.6,2.161941,"Drama, Romance, Comedy",1
Fiza,2000,6.1,0.254553,"Drama, Foreign, Romance",0
Creed,2015,7.3,33.449723,Drama,1
William & Kate,2011,5.8,2.493638,"Drama, Romance",0
Lost in the Sun,2015,5.8,3.985181,"Action, Crime, Drama, Thriller",0
Louder Than Bombs,2015,6.7,12.293202,Drama,0
Heist,2015,5.6,8.476315,"Crime, Action, Thriller",0
Love the Coopers,2015,5.4,5.660649,"Comedy, Family",1
Prem Ratan Dhan Payo,2015,5.6,2.864948,"Drama, Action, Romance",1
Faster than Rabbits,2014,6.3,1.14731,Comedy,1
Point Break,2015,5.5,7.291872,"Action, Crime, Thriller",1
Recep İvedik,2008,5.4,1.640271,Comedy,1
Katyar Kaljat Ghusali,2015,9.0,0.446454,Music,1
Mary Kom,2014,7.0,1.416035,Drama,1
Premam,2015,6.4,0.81609,"Comedy, Music, Romance",1
The 5th Wave,2016,5.6,10.788263,"Adventure, Science Fiction",1
The Last Breath,1999,4.0,0.072704,"Crime, Drama",0
The Wave,2015,6.5,6.982302,"Action, Drama, Thriller",1
Monkey King: Hero Is Back,2015,7.5,3.759301,"Fantasy, Animation, Comedy",1
Truth,2015,6.5,6.133745,Drama,0
The Letters,2015,5.6,2.240259,Drama,0
Valentino,1951,6.0,0.328342,,1
The Big Short,2015,7.3,13.143061,"Comedy, Drama",1
Loham,2015,4.4,0.633653,"Action, Thriller",1
The Legend of Bhagat Singh,2002,7.2,0.904409,"Drama, History",1
Zoolander 2,2016,4.7,10.155109,Comedy,1
How to Be Single,2016,5.9,8.898988,"Comedy, Romance",1
The Perfect Weapon,1991,6.0,1.634827,"Action, Drama",1
Fifty Shades of Black,2016,4.3,6.785049,"Romance, Comedy",1
Nocturnal Animals,2016,7.2,18.908782,"Drama, Thriller",1
Daddy's Home,2015,5.8,8.009226,Comedy,1
Sisters,2015,5.8,13.799419,Comedy,1
Kung Fu Panda 3,2016,6.7,14.696548,"Action, Adventure, Animation, Comedy, Family",1
Bajirao Mastani,2015,7.2,4.683689,"War, History, Romance",1
F.C. De Kampioenen: Kampioen zijn blijft plezant,2013,6.3,0.852186,Comedy,1
Pride and Prejudice and Zombies,2016,5.5,7.954623,"Romance, Horror, Comedy, Thriller",0
Jane Got a Gun,2016,5.4,8.826071,"Action, Drama, Western",0
Dilwale,2015,6.3,4.081193,"Crime, Action, Comedy",1
Woodlawn,2015,6.8,3.216606,Drama,1
Captive,2015,5.6,5.396271,"Crime, Drama, Thriller",1
The Forest,2016,4.8,7.384688,"Horror, Thriller",1
Raavan,2010,4.2,1.160169,"Action, Adventure, Crime, Drama, Romance, Thriller",0
Rowdy Rathore,2012,5.6,1.312833,Action,1
Wazir,2016,6.7,3.571376,"Thriller, Action",1
Mickey,1918,7.5,0.211008,"Comedy, Drama",1
Norm of the North,2016,4.1,7.008103,"Adventure, Animation, Comedy, Family",0
Ride Along 2,2016,6.1,9.420931,"Action, Comedy",1
Eddie the Eagle,2016,7.2,7.528276,"Comedy, Drama, History",1
Airlift,2016,7.3,3.376147,"Thriller, Action, Drama, History",1
Stonewall,2015,5.2,3.531089,Drama,0
The Boy,2016,5.8,17.028854,"Horror, Mystery, Thriller",1
90 Minutes in Heaven,2015,5.4,4.222496,Drama,0
Risen,2016,5.7,8.759801,Action,1
Dirty Grandpa,2016,5.7,16.290586,Comedy,1
Orleans,2015,6.0,0.192475,"Drama, Comedy, Thriller",0
The Finest Hours,2016,6.3,10.385757,"Action, Drama, History, Thriller",0
The Guide,2014,8.6,0.817488,"History, Drama",0
The Birth of a Nation,2016,6.4,5.933047,Drama,1
Anjaana Anjaani,2010,6.1,1.82294,"Comedy, Drama, Music, Romance",0
Na Maloom Afraad,2014,6.2,0.241973,"Thriller, Comedy",1
Me Before You,2016,7.6,34.34759,"Drama, Romance",1
Triple 9,2016,5.6,12.892504,"Action, Thriller",0
Gods of Egypt,2016,5.2,13.337707,Fantasy,1
Embrace of the Serpent,2015,7.8,5.061041,"Adventure, Drama",0
Neerja,2016,7.4,1.68625,Drama,0
Race,2016,7.0,7.979302,"Action, Drama",1
10 Cloverfield Lane,2016,6.8,14.421528,"Thriller, Science Fiction, Drama",1
London Has Fallen,2016,5.8,15.037993,"Action, Crime, Thriller",1
Zootopia,2016,7.7,26.024868,"Animation, Adventure, Family, Comedy",1
Whiskey Tango Foxtrot,2016,6.0,8.155604,"War, Comedy",0
The Young Messiah,2016,6.4,1.729199,Drama,0
Grimsby,2016,5.7,13.912531,"Action, Comedy",0
Mojin: The Lost Legend,2015,6.0,4.209701,"Action, Adventure, Fantasy",1
Na Tum Jaano Na Hum,2002,4.4,0.736613,"Drama, Romance",1
Ip Man 3,2015,6.5,8.970494,"Action, Drama, History",1
Garv: Pride and Honour,2004,4.5,0.386315,"Action, Drama",1
Capture the Flag,2015,5.7,6.345679,"Comedy, Animation, Adventure",0
The Touch,1971,6.0,0.659046,Drama,0
