title,release_year,budget,revenue,runtime,vote_average,vote_count,popularity,genres,success
Admission,2013,13000000.0,18000000.0,107.0,5.5,307.0,10.098539,"Comedy, Drama, Romance",1
Hey Ram,2000,3900000.0,4900000.0,199.0,6.7,10.0,0.562097,"Drama, Foreign",1
Evil Dead,2013,17000000.0,97542952.0,91.0,6.4,1754.0,12.01525,Horror,1
Trance,2013,20000000.0,24261569.0,101.0,6.5,975.0,7.876299,"Thriller, Crime, Drama, Mystery",1
Welcome to the Punch,2013,8500000.0,9747.0,99.0,5.7,284.0,7.67857,"Action, Adventure, Crime",0
Poor White Trash,2000,1200000.0,1404.0,85.0,3.9,7.0,0.584397,"Crime, Comedy",0
Oblivion,2013,120000000.0,286168572.0,124.0,6.4,4862.0,14.654053,"Action, Science Fiction, Adventure, Mystery",1
Dark Tide,2012,25000000.0,432274.0,113.0,4.8,61.0,5.405958,"Thriller, Adventure, Drama",0
42,2013,40000000.0,95020213.0,128.0,6.8,795.0,11.637224,Drama,1
Love Is All You Need,2012,5500000.0,10016934.0,116.0,6.2,86.0,4.711231,"Comedy, Romance",1
Disconnect,2012,10000000.0,3428048.0,115.0,6.9,459.0,12.18812,"Drama, Thriller",0
Scary Movie 5,2013,20000000.0,78378744.0,86.0,4.6,813.0,14.27281,Comedy,1
Pain & Gain,2013,25000000.0,86175291.0,130.0,6.1,1595.0,9.218002,"Thriller, Crime, Action",1
Home Run,2013,1200000.0,2861020.0,114.0,6.3,25.0,1.472463,Drama,1
The Grandmaster,2013,3860000.0,64076736.0,130.0,6.3,280.0,8.959821,"Action, Drama, History",1
This Is the End,2013,32000000.0,126041322.0,107.0,6.2,2394.0,11.414048,"Action, Comedy",1
Iron Man 3,2013,200000000.0,1215439994.0,130.0,6.8,8951.0,23.721243,"Action, Adventure, Science Fiction",1
Late Autumn,2010,6200000.0,4820000.0,113.0,6.9,22.0,1.077252,Drama,0
Black Gold,2011,40000000.0,5446000.0,130.0,5.9,77.0,6.475665,"Adventure, Drama",0
Mud,2013,10000000.0,21587700.0,130.0,7.0,1080.0,7.881579,Drama,1
The Afflicted,2011,180000.0,175742.0,85.0,4.0,12.0,0.437372,"Horror, Thriller",0
About Cherry,2012,2500000.0,3003.0,102.0,4.4,91.0,5.46567,Drama,0
The Great Gatsby,2013,105000000.0,351040419.0,143.0,7.3,3885.0,17.598936,"Drama, Romance",1
Star Trek Into Darkness,2013,190000000.0,467365246.0,132.0,7.4,4479.0,15.78129,"Action, Adventure, Science Fiction",1
The Internship,2013,58000000.0,44000000.0,119.0,6.1,1691.0,0.393865,Comedy,0
Only God Forgives,2013,4800000.0,10337387.0,90.0,5.6,886.0,6.069475,"Drama, Thriller, Crime",1
The Hangover Part III,2013,103000000.0,362000072.0,100.0,6.0,2991.0,25.085639,Comedy,1
Fast & Furious 6,2013,160000000.0,788679850.0,130.0,6.7,5282.0,1.657637,"Action, Thriller, Crime",1
Epic,2013,100000000.0,268426634.0,102.0,6.4,1143.0,11.913405,"Animation, Adventure, Family, Fantasy",1
The Past,2013,11000000.0,10631747.0,130.0,7.1,161.0,9.166555,"Drama, Mystery",0
Down Terrace,2009,31192.0,10000.0,89.0,6.3,26.0,1.585713,"Drama, Action, Comedy",0
The Lords of Salem,2012,1500000.0,1165882.0,101.0,5.1,244.0,9.981121,"Horror, Thriller",0
Behind the Candelabra,2013,23000000.0,15600000.0,118.0,6.6,307.0,7.339451,"Drama, Romance",0
Aftershock,2012,2000000.0,58510.0,89.0,5.3,110.0,8.367858,"Horror, Thriller",0
After Earth,2013,130000000.0,243843127.0,100.0,5.0,2579.0,10.747642,"Science Fiction, Action, Adventure",1
Now You See Me,2013,75000000.0,117698894.0,115.0,7.3,5635.0,17.852022,"Thriller, Crime",1
Lovelace,2013,10000000.0,1585582.0,92.0,6.0,234.0,6.383512,Drama,0
Special Forces,2011,10000000.0,10759.0,109.0,6.4,132.0,5.3584,"Action, Drama, War",0
Redd Inc.,2012,500000.0,1000000.0,93.0,5.5,28.0,5.411012,"Thriller, Horror, Comedy",1
The Way Way Back,2013,4600000.0,23198652.0,103.0,7.1,695.0,10.342737,"Comedy, Drama",1
Man of Steel,2013,225000000.0,662845518.0,143.0,6.5,6462.0,18.538834,"Action, Adventure, Fantasy, Science Fiction",1
The Big Wedding,2013,35000000.0,21819348.0,90.0,5.7,421.0,6.651605,Comedy,0
The Purge,2013,3000000.0,89328627.0,86.0,6.0,2498.0,23.207663,"Science Fiction, Horror, Thriller",1
The Bling Ring,2013,15000000.0,19145732.0,90.0,5.3,1205.0,7.913029,"Drama, Crime",1
Monsters University,2013,200000000.0,743559607.0,104.0,7.0,3622.0,16.267502,"Animation, Family",1
Maniac,2012,6000000.0,31081.0,89.0,5.9,322.0,8.804658,Horror,0
Pacific Rim,2013,180000000.0,407602906.0,131.0,6.7,4903.0,33.949359,"Action, Science Fiction, Adventure",1
The Best Offer,2013,13500000.0,19255873.0,124.0,7.7,719.0,8.995603,"Drama, Romance, Crime, Mystery",1
World War Z,2013,200000000.0,531865000.0,116.0,6.7,5683.0,26.114917,"Action, Drama, Horror, Science Fiction, Thriller",1
Elysium,2013,115000000.0,286140700.0,109.0,6.4,3510.0,15.232738,"Science Fiction, Action, Drama, Thriller",1
What Maisie Knew,2013,6000000.0,1066471.0,93.0,7.4,149.0,8.535611,Drama,0
Despicable Me 2,2013,76000000.0,970761885.0,98.0,7.0,4729.0,24.82355,"Animation, Comedy, Family",1
White House Down,2013,150000000.0,205366737.0,131.0,6.3,1910.0,9.920223,"Action, Drama, Thriller",1
The World's End,2013,20000000.0,46089287.0,109.0,6.7,1820.0,9.830382,"Comedy, Action, Science Fiction",1
Hummingbird,2013,20000000.0,8352885.0,100.0,5.9,587.0,8.801032,"Action, Thriller",0
The Heat,2013,43000000.0,158674180.0,117.0,6.5,1595.0,12.706403,"Action, Comedy, Crime",1
The Lone Ranger,2013,255000000.0,89289910.0,149.0,5.9,2361.0,12.729104,"Action, Adventure, Western",0
The Spectacular Now,2013,2500000.0,6854611.0,95.0,6.8,1074.0,8.098964,"Comedy, Drama, Romance",1
Bhaag Milkha Bhaag,2013,4600000.0,25000000.0,186.0,7.3,62.0,4.342418,"History, Action, Drama",1
R.I.P.D.,2013,130000000.0,61648500.0,96.0,5.4,1280.0,9.369679,"Fantasy, Action, Comedy, Crime",0
The Conjuring,2013,13000000.0,318000141.0,112.0,7.4,3169.0,14.90169,"Horror, Thriller",1
Turbo,2013,135000000.0,282570682.0,96.0,6.1,1094.0,8.979753,"Animation, Family",1
The Wolverine,2013,120000000.0,415440673.0,126.0,6.3,4110.0,3.918287,"Action, Science Fiction, Adventure, Fantasy",1
The Breath,2009,2000000.0,13500000.0,128.0,7.1,24.0,1.315237,"Action, Adventure, Drama, History, War",1
2 Guns,2013,61000000.0,131940411.0,109.0,6.6,1611.0,13.336512,"Action, Comedy, Crime",1
Lost in Thailand,2012,2200000.0,208000000.0,105.0,6.1,28.0,1.789133,Comedy,1
Blue Jasmine,2013,18000000.0,99206215.0,98.0,7.0,1126.0,12.61244,"Comedy, Drama",1
The Great Beauty,2013,12400000.0,8371085.0,142.0,7.3,745.0,8.176134,"Comedy, Drama",0
The Canyons,2013,250000.0,56825.0,99.0,4.1,75.0,4.281631,"Thriller, Drama",0
Percy Jackson: Sea of Monsters,2013,90000000.0,174578751.0,106.0,5.9,1685.0,10.338222,"Adventure, Family, Fantasy",1
The Smurfs 2,2013,105000000.0,347434178.0,105.0,5.5,711.0,10.640864,"Fantasy, Family, Comedy, Animation",1
Alan Partridge: Alpha Papa,2013,4000000.0,9800000.0,90.0,6.5,184.0,10.130541,Comedy,1
Class of 1999,1990,5200000.0,2459895.0,99.0,6.3,46.0,6.700173,"Science Fiction, Thriller",0
Man of Tai Chi,2013,25000000.0,2054941.0,105.0,5.8,295.0,11.829231,"Action, Drama",0
We're the Millers,2013,37000000.0,269994119.0,110.0,6.8,3053.0,18.474368,"Comedy, Crime",1
Grown Ups 2,2013,80000000.0,246984278.0,100.0,5.8,1180.0,9.411725,Comedy,1
Kick-Ass 2,2013,28000000.0,60700000.0,103.0,6.3,2275.0,13.570264,"Action, Adventure, Crime",1
Riddick,2013,38000000.0,98337295.0,119.0,6.2,2066.0,9.596377,"Science Fiction, Action, Thriller",1
Planes,2013,50000000.0,219788712.0,91.0,5.7,568.0,11.604181,"Animation, Family, Adventure, Comedy",1
Cameron's Closet,1988,7000000.0,136203.0,87.0,4.8,7.0,0.861473,Horror,0
Paranoia,2013,35000000.0,13785015.0,106.0,5.6,358.0,7.249581,"Drama, Thriller",0
The Wind Rises,2013,30000000.0,117932401.0,126.0,7.7,720.0,9.310866,Animation,1
Jobs,2013,12000000.0,35931410.0,128.0,6.0,1183.0,14.294019,"Drama, History",1
The Mortal Instruments: City of Bones,2013,60000000.0,90565421.0,130.0,6.2,1649.0,14.336187,"Action, Adventure, Drama, Mystery, Romance, Fantasy",1
The Butler,2013,25000000.0,115922175.0,132.0,7.2,1134.0,11.061894,Drama,1
In a World...,2013,1000000.0,2963902.0,93.0,6.4,232.0,9.769134,Comedy,1
About Time,2013,12000000.0,87100449.0,123.0,7.8,2140.0,11.213913,"Comedy, Drama, Science Fiction",1
Chennai Express,2013,18000000.0,62000000.0,141.0,6.5,91.0,4.19356,"Romance, Comedy, Action",1
The Frozen Ground,2013,27220000.0,5496951.0,105.0,6.1,473.0,12.388833,"Thriller, Crime",0
Empire State,2013,11000000.0,3639345.0,94.0,4.9,229.0,9.003792,"Action, Drama",0
The Immortals,1995,50.0,83.0,98.0,7.8,5.0,0.825042,"Action, Crime, Drama, Thriller",1
Tidal Wave,2009,16000000.0,11301649.0,120.0,6.4,49.0,4.136356,"Action, Adventure, Drama, Thriller",0
Adore,2013,16000000.0,318982.0,100.0,6.1,296.0,12.260159,Drama,0
Instructions Not Included,2013,5500000.0,99067206.0,115.0,7.5,210.0,6.507895,"Comedy, Drama",1
Getaway,2013,18000000.0,10501938.0,90.0,4.9,248.0,13.224288,"Action, Crime",0
Gravity,2013,105000000.0,716392705.0,91.0,7.3,5879.0,18.50194,"Science Fiction, Thriller, Drama",1
What If,2013,11000000.0,7847000.0,93.0,6.7,688.0,10.841891,"Drama, Comedy, Romance",0
Prisoners,2013,46000000.0,122126687.0,153.0,7.9,3183.0,11.96262,"Drama, Thriller, Crime",1
Out of the Furnace,2013,22000000.0,15400000.0,116.0,6.5,731.0,6.760321,"Thriller, Drama, Crime",0
Austenland,2013,4900000.0,2159041.0,97.0,6.6,192.0,8.076305,"Comedy, Romance",0
Rush,2013,38000000.0,90247624.0,123.0,7.7,2310.0,10.63552,"Drama, Action",1
The Family,2013,30000000.0,36894225.0,111.0,6.1,1052.0,8.047735,"Crime, Comedy, Action",1
The To Do List,2013,1500000.0,3566225.0,104.0,5.5,348.0,7.081404,"Comedy, Romance",1
Grand Masti,2013,5500000.0,47000000.0,140.0,4.6,8.0,1.250293,"Comedy, Drama, Romance",1
Battle of the Year,2013,20000000.0,16549477.0,110.0,5.9,89.0,5.0739,"Music, Drama",0
Out on a Limb,1992,11000000.0,1659542.0,82.0,6.1,12.0,1.305774,Comedy,0
Nebraska,2013,12000000.0,17654912.0,115.0,7.4,648.0,11.160699,"Drama, Adventure",1
Metallica: Through the Never,2013,18000000.0,7972967.0,93.0,6.7,86.0,5.229975,Music,0
Special 26,2013,7100000.0,18000000.0,144.0,6.9,43.0,2.78114,"Crime, Drama, Thriller",1
Runner Runner,2013,30000000.0,62616646.0,91.0,5.5,547.0,8.864607,"Crime, Thriller, Drama",1
Blue Is the Warmest Color,2013,4300000.0,10165694.0,179.0,7.2,1114.0,4.938148,"Romance, Drama",1
Parkland,2013,10000000.0,653651.0,94.0,5.8,128.0,6.71518,"History, Drama, Thriller, Mystery",0
On the Job,2013,1052753.0,466088.0,120.0,6.2,32.0,2.934298,"Action, Crime",0
Cloudy with a Chance of Meatballs 2,2013,78000000.0,248384621.0,95.0,6.4,936.0,14.412061,"Animation, Family, Comedy",1
Captain Phillips,2013,55000000.0,95000000.0,134.0,7.6,2495.0,13.776068,"Action, Drama, Thriller",1
Machete Kills,2013,12000000.0,15008161.0,107.0,5.3,642.0,9.251084,"Action, Crime, Thriller",1
Filth,2013,5000000.0,9114264.0,97.0,6.8,628.0,14.970485,"Crime, Drama, Comedy",1
Drona,2008,15000000.0,3250000.0,150.0,2.6,5.0,0.758985,"Action, Foreign, Thriller",0
Baggage Claim,2013,8500000.0,22456509.0,96.0,5.6,87.0,5.590678,Comedy,1
Stitches,2012,100000.0,95000.0,86.0,5.5,94.0,8.328705,Horror,0
Escape Plan,2013,50000000.0,122915111.0,115.0,6.7,1688.0,14.191611,"Action, Thriller",1
Carrie,2013,30000000.0,82394288.0,100.0,5.8,1505.0,18.399055,"Drama, Horror",1
The Fifth Estate,2013,28000000.0,8555008.0,128.0,5.7,368.0,10.850442,"Drama, Thriller",0
The Counselor,2013,25000000.0,71009334.0,117.0,5.0,724.0,14.723646,"Thriller, Crime, Drama",1
12 Years a Slave,2013,20000000.0,187000000.0,134.0,7.9,3787.0,30.316249,"Drama, History",1
All Is Lost,2013,9000000.0,6108720.0,106.0,6.6,679.0,12.74965,"Action, Adventure, Drama",0
Ender's Game,2013,110000000.0,125537191.0,114.0,6.6,2354.0,12.500305,"Science Fiction, Action, Adventure",1
Bad Grandpa,2013,15000000.0,151831537.0,92.0,6.0,688.0,8.000867,Comedy,1
Thor: The Dark World,2013,170000000.0,644571402.0,112.0,6.8,4873.0,34.905447,"Action, Adventure, Fantasy",1
Dallas Buyers Club,2013,5000000.0,55198285.0,117.0,7.9,2973.0,14.785719,"Drama, History",1
Pieta,2012,103000.0,3623330.0,104.0,6.9,92.0,5.194433,Drama,1
Free Birds,2013,55000000.0,110000000.0,91.0,5.7,259.0,7.713231,"Animation, Comedy, Family",1
Last Vegas,2013,28000000.0,134402450.0,105.0,6.4,813.0,9.157369,Comedy,1
Philomena,2013,12000000.0,100129872.0,98.0,7.4,588.0,6.927182,Drama,1
The Best Man Holiday,2013,17000000.0,71625195.0,123.0,6.7,110.0,6.102021,Comedy,1
Ida,2013,2159280.0,15298355.0,80.0,7.1,262.0,8.651053,Drama,1
The Hunger Games: Catching Fire,2013,130000000.0,847423452.0,146.0,7.4,6656.0,25.309139,"Adventure, Action, Science Fiction",1
The Hobbit: The Desolation of Smaug,2013,250000000.0,958400000.0,161.0,7.6,4633.0,20.644776,"Adventure, Fantasy",1
47 Ronin,2013,175000000.0,150962475.0,119.0,5.9,1357.0,14.88937,"Drama, Action, Adventure, Fantasy",0
Delivery Man,2013,26000000.0,51164106.0,105.0,6.2,561.0,13.548808,Comedy,1
Twice Born,2012,13000000.0,18295.0,127.0,6.9,142.0,5.849716,"Drama, Romance, War",0
Frozen,2013,150000000.0,1274219009.0,102.0,7.3,5440.0,24.248243,"Animation, Adventure, Family",1
Inside Llewyn Davis,2013,11000000.0,32935319.0,105.0,7.2,845.0,10.838063,"Drama, Music",1
The Wolf of Wall Street,2013,100000000.0,392000694.0,180.0,7.9,6768.0,16.382422,"Crime, Drama, Comedy",1
Homefront,2013,22000000.0,43058898.0,100.0,6.4,898.0,9.896704,"Action, Thriller",1
Mandela: Long Walk to Freedom,2013,35000000.0,27330000.0,141.0,6.5,225.0,11.318079,"Drama, History",0
August: Osage County,2013,25000000.0,74188937.0,121.0,6.9,497.0,6.954296,"Comedy, Drama",1
Amen,2013,110000.0,270000.0,165.0,6.9,6.0,1.104156,"Fantasy, Music, Romance",1
Sweetwater,2013,7000000.0,6147.0,95.0,6.0,71.0,5.799861,"Western, Thriller",0
American Hustle,2013,40000000.0,251171807.0,138.0,6.8,2868.0,16.478036,"Drama, Crime",1
The Secret Life of Walter Mitty,2013,90000000.0,188133322.0,114.0,7.0,3213.0,8.684892,"Adventure, Comedy, Drama, Fantasy",1
Her,2013,23000000.0,47351251.0,126.0,7.9,4215.0,13.829515,"Romance, Science Fiction, Drama",1
Lone Survivor,2013,40000000.0,149295601.0,121.0,7.4,1549.0,10.855502,"Action, Drama, Thriller, War",1
Saving Mr. Banks,2013,35000000.0,112544580.0,125.0,7.3,1256.0,15.130888,"Comedy, Drama, History",1
The Nutcracker: The Untold Story,2010,90000000.0,16178959.0,110.0,5.3,52.0,3.394928,"Fantasy, Action, Family",0
A Perfect Man,2013,5000000.0,388.0,95.0,4.8,14.0,1.740242,Drama,0
Oldboy,2013,30000000.0,4861022.0,104.0,5.9,632.0,7.882353,"Drama, Thriller, Mystery, Action",0
Aquí Entre Nos,2012,1.0,2755584.0,73.0,6.0,3.0,0.230075,Comedy,1
Anchorman 2: The Legend Continues,2013,50000000.0,173649015.0,119.0,6.0,940.0,7.600751,Comedy,1
Snowpiercer,2013,39200000.0,86758912.0,126.0,6.7,2910.0,14.131906,"Action, Science Fiction, Drama",1
The Precocious and Brief Life of Sabina Rivas,2012,4620000.0,2395000.0,115.0,5.0,6.0,0.546165,Drama,0
Fun Size,2012,14000000.0,11417362.0,87.0,5.5,139.0,6.891823,Comedy,0
The Physician,2013,32000000.0,57284237.0,155.0,7.2,365.0,13.332387,"Adventure, Drama, History",1
Mio in the Land of Faraway,1987,7200000.0,2300000.0,99.0,6.3,23.0,5.553737,"Adventure, Drama, Fantasy, Family, Mystery",0
The Hijack That Went South,2013,1800000.0,532269.0,93.0,5.6,8.0,0.474578,"Action, Comedy, Crime",0
Grudge Match,2013,40000000.0,44907260.0,113.0,6.0,437.0,11.655588,Comedy,1
Dhoom,2004,1500000.0,12000000.0,124.0,6.2,53.0,3.106495,"Action, Crime, Drama, Thriller",1
Paranormal Activity: The Marked Ones,2014,5000000.0,86362372.0,84.0,5.2,455.0,8.898523,"Horror, Thriller",1
The Lunchbox,2013,1000000.0,4235151.0,104.0,7.3,226.0,10.766409,"Drama, Romance",1
Yves Saint Laurent,2014,12000000.0,21026290.0,106.0,6.4,270.0,4.726238,Drama,1
Hunting Elephants,2013,2300000.0,4500000.0,107.0,6.2,11.0,1.050644,"Comedy, Crime",1
Underdogs,2013,22000000.0,24000000.0,106.0,6.0,127.0,14.347931,"Animation, Adventure, Romance",1
The Railway Man,2013,18000000.0,22309223.0,116.0,6.7,277.0,6.099421,"Drama, History",1
Diana,2013,15000000.0,21766271.0,113.0,5.3,180.0,5.348746,"Drama, Romance",1
Ride Along,2014,25000000.0,153997819.0,99.0,6.1,867.0,9.895752,"Action, Comedy",1
Jack Ryan: Shadow Recruit,2014,60000000.0,50549107.0,105.0,5.9,1194.0,11.234862,"Action, Drama, Thriller",0
Divergent,2014,85000000.0,288747895.0,139.0,6.9,4784.0,21.572585,"Adventure, Action, Science Fiction",1
HOUBA! On the Trail of the Marsupilami,2012,50000000.0,48600000.0,105.0,5.0,214.0,10.409049,"Adventure, Comedy",0
Devil's Due,2014,7000000.0,36433975.0,89.0,4.4,218.0,10.591125,Horror,1
The First Power,1990,10000000.0,22424195.0,98.0,4.7,15.0,1.942945,"Crime, Thriller, Horror",1
Decoding Annie Parker,2014,2000000.0,48390.0,91.0,5.5,38.0,3.880541,Drama,0
Justice League: War,2014,3500000.0,5155325.0,79.0,7.0,234.0,8.138622,Animation,1
Yeh Jawaani Hai Deewani,2013,7700000.0,46000000.0,159.0,7.1,80.0,4.262544,Romance,1
Vizontele Tuuba,2004,3000000.0,13954476.0,111.0,6.5,9.0,0.808339,"Comedy, Drama",1
Ernest & Celestine,2012,12516654.0,8109160.0,78.0,7.6,148.0,7.225779,"Animation, Comedy, Drama, Family",0
"I, Frankenstein",2014,65000000.0,71154592.0,92.0,5.1,701.0,9.415817,"Horror, Thriller",1
Better Living Through Chemistry,2014,5000000.0,75143.0,91.0,5.9,99.0,7.392294,"Drama, Comedy",0
Labor Day,2013,18000000.0,20275812.0,111.0,6.7,306.0,6.108646,Drama,1
The Young and Prodigious T.S. Spivet,2013,33000000.0,9494789.0,105.0,6.7,234.0,6.839535,"Adventure, Drama, Family",0
The Monuments Men,2014,70000000.0,154984035.0,118.0,5.8,1545.0,11.132411,"War, Drama, History, Action",1
The Lego Movie,2014,60000000.0,469160692.0,100.0,7.5,3127.0,16.418133,"Adventure, Animation, Comedy, Family, Fantasy",1
RoboCop,2014,120000000.0,242688965.0,102.0,5.7,2385.0,10.246549,"Action, Science Fiction",1
Sabotage,2014,35000000.0,17508518.0,110.0,5.5,560.0,6.966505,"Action, Drama, Thriller, Crime",0
The Zero Theorem,2014,8500000.0,770706.0,107.0,5.9,383.0,10.990614,"Drama, Fantasy, Science Fiction",0
Endless Love,2014,20000000.0,34077920.0,103.0,6.7,555.0,8.757277,"Drama, Romance",1
Winter's Tale,2014,60000000.0,30800231.0,118.0,6.0,501.0,7.363527,"Drama, Fantasy, Mystery, Romance",0
Joe,2014,4000000.0,2365467.0,118.0,6.5,346.0,13.784411,Drama,0
Love Story 2050,2008,20000000.0,5000000.0,171.0,3.6,8.0,0.304988,"Science Fiction, Romance",0
About Last Night,2014,12500000.0,49002684.0,100.0,6.0,217.0,9.543004,"Comedy, Romance",1
The Grand Budapest Hotel,2014,30000000.0,174600318.0,99.0,8.0,4644.0,14.442048,"Comedy, Drama",1
That Awkward Moment,2014,8000000.0,26049082.0,94.0,6.1,1020.0,8.060403,"Comedy, Romance",1
Interstellar,2014,165000000.0,675120017.0,169.0,8.1,11187.0,32.213481,"Adventure, Drama, Science Fiction",1
3 Days to Kill,2014,28000000.0,52597999.0,113.0,6.0,896.0,17.861119,"Action, Drama, Thriller, Crime",1
Non-Stop,2014,50000000.0,222809600.0,106.0,6.8,2302.0,19.650229,"Action, Thriller, Mystery",1
300: Rise of an Empire,2014,110000000.0,337580051.0,102.0,6.1,2438.0,12.904677,"Action, War",1
Mr. Peabody & Sherman,2014,145000000.0,272912430.0,92.0,6.7,861.0,9.493838,"Animation, Adventure, Family",1
Under the Skin,2014,13300000.0,5380251.0,108.0,6.0,1118.0,6.707974,"Thriller, Science Fiction, Drama",0
Need for Speed,2014,66000000.0,203277636.0,130.0,6.1,1560.0,18.271383,"Action, Crime, Drama, Thriller",1
Barefoot,2014,6000000.0,15071.0,90.0,6.3,210.0,5.939334,"Comedy, Drama, Romance",0
Veronica Mars,2014,6000000.0,3485127.0,107.0,6.5,482.0,7.510159,"Comedy, Drama, Crime",0
Bad Words,2013,9500000.0,7800000.0,88.0,6.4,335.0,5.847166,Comedy,0
Son of God,2014,22000000.0,67800064.0,138.0,5.9,83.0,6.477292,Drama,1
Space Pirate Captain Harlock,2013,30000000.0,17137302.0,115.0,6.4,365.0,7.857666,"Animation, Science Fiction",0
Captain America: The Winter Soldier,2014,170000000.0,714766572.0,136.0,7.6,5881.0,18.717704,"Action, Adventure, Science Fiction",1
Noah,2014,125000000.0,362637473.0,139.0,5.5,2408.0,14.924487,"Drama, Adventure",1
Across to Singapore,1928,290000.0,596000.0,85.0,7.7,3.0,0.140491,"Adventure, Drama",1
13 Sins,2014,5000000.0,13809.0,93.0,6.2,355.0,9.067788,"Horror, Thriller",0
The Legend of Hercules,2014,70000000.0,61279452.0,99.0,4.4,542.0,6.599539,"Action, Adventure",0
Muppets Most Wanted,2014,50000000.0,80383290.0,112.0,6.2,318.0,7.244956,"Comedy, Adventure, Crime, Family",1
Blood Ties,2013,25500000.0,2415472.0,128.0,6.0,175.0,14.934555,"Thriller, Crime, Drama",0
Best Man Down,2012,1500000.0,1938.0,90.0,6.1,65.0,5.875708,"Comedy, Drama",0
The Quiet Ones,2014,200000.0,17834867.0,98.0,5.1,253.0,6.322844,Horror,1
Draft Day,2014,25000000.0,28831145.0,109.0,6.5,309.0,5.596449,Drama,1
The Raid 2,2014,4500000.0,2627209.0,150.0,7.6,832.0,8.434884,"Action, Crime, Thriller",0
The Amazing Spider-Man 2,2014,200000000.0,705717432.0,142.0,6.5,4274.0,26.23687,"Action, Adventure, Fantasy",1
Oculus,2013,5000000.0,44030246.0,104.0,6.3,1079.0,8.698043,Horror,1
God's Not Dead,2014,17000000.0,29789000.0,113.0,5.9,242.0,6.097499,Drama,1
Beauty and the Beast,2014,33000000.0,49100000.0,112.0,5.8,669.0,19.628834,"Fantasy, Romance",1
Rio 2,2014,103000000.0,500188435.0,102.0,6.3,997.0,8.18534,"Animation, Adventure, Comedy, Family",1
Transcendence,2014,100000000.0,103039258.0,119.0,5.9,2339.0,9.730176,"Thriller, Science Fiction, Drama, Mystery",1
Heaven is for Real,2014,12000000.0,101332962.0,99.0,6.1,234.0,7.88371,Drama,1
The Other Woman,2014,40000000.0,196781193.0,109.0,6.2,1467.0,9.389354,"Comedy, Romance",1
Brick Mansions,2014,28000000.0,68896829.0,90.0,5.7,628.0,7.482959,"Action, Crime, Drama",1
Locke,2014,2000000.0,4635300.0,85.0,6.9,780.0,12.792394,"Drama, Thriller",1
Pompeii,2014,130000000.0,117831631.0,105.0,5.2,1294.0,12.204174,"Action, Adventure, History, Romance, Drama",0
Neighbors,2014,18000000.0,268157400.0,96.0,6.2,2773.0,11.90575,Comedy,1
Tentacles,1977,750000.0,3000000.0,102.0,3.8,17.0,0.950176,"Thriller, Horror, Science Fiction",1
Belle,2013,10900000.0,16505460.0,105.0,7.2,230.0,13.454169,Drama,1
The Immigrant,2013,16000000.0,5867686.0,117.0,6.2,256.0,6.985915,"Drama, Romance",0
A Wednesday!,2008,1400000.0,3500000.0,103.0,7.0,61.0,3.143929,"Action, Drama",1
Moms' Night Out,2014,5000000.0,10429707.0,98.0,5.5,122.0,6.127302,Comedy,1
Lucy,2014,40000000.0,126546825.0,89.0,6.3,6048.0,36.447603,"Action, Science Fiction",1
X-Men: Days of Future Past,2014,250000000.0,747862775.0,131.0,7.5,6155.0,26.058586,"Action, Adventure, Fantasy, Science Fiction",1
Godzilla,2014,160000000.0,529076069.0,123.0,6.1,3232.0,14.019239,"Action, Science Fiction, Thriller",1
Walk of Shame,2014,15000000.0,59209.0,95.0,5.8,561.0,7.844705,Comedy,0
Legends of Oz: Dorothy's Return,2013,70000000.0,18662027.0,88.0,5.8,45.0,6.660309,"Animation, Music, Family",0
Chef,2014,11000000.0,45967935.0,114.0,7.2,1203.0,8.720309,Comedy,1
Afflicted,2014,318000.0,121179.0,85.0,6.4,210.0,8.93232,"Horror, Thriller",0
Blended,2014,40000000.0,123494610.0,117.0,6.6,1028.0,10.395472,Comedy,1
Begin Again,2013,8000000.0,63464861.0,104.0,7.3,1285.0,10.289628,"Comedy, Music, Romance, Drama",1
Maleficent,2014,180000000.0,758539785.0,97.0,7.0,4607.0,19.467404,"Fantasy, Adventure, Action, Family, Romance",1
Edge of Tomorrow,2014,178000000.0,370541256.0,113.0,7.6,4979.0,31.982986,"Action, Science Fiction",1
Mission: Impossible - Rogue Nation,2015,150000000.0,682330139.0,131.0,7.1,3274.0,17.836882,"Action, Adventure, Thriller",1
Million Dollar Arm,2014,25000000.0,38307627.0,124.0,6.6,264.0,9.453942,Drama,1
The Fault in Our Stars,2014,12000000.0,307166834.0,125.0,7.6,3868.0,16.274653,"Romance, Drama",1
The Grand Seduction,2014,12700000.0,3430018.0,112.0,6.7,109.0,15.108283,Comedy,0
Black Nativity,2013,17500000.0,7018189.0,93.0,5.8,16.0,5.346121,"Drama, Music",0
Minuscule: Valley of the Lost Ants,2013,19700000.0,30000000.0,89.0,6.6,128.0,6.583428,"Animation, Adventure, Family",1
Camille Claudel 1915,2013,3512454.0,115860.0,95.0,7.0,20.0,0.110065,Drama,0
Mindscape,2013,4357373.0,1200000.0,99.0,6.5,202.0,10.860471,"Thriller, Drama",0
Bikini Spring Break,2012,500000.0,500000.0,87.0,3.8,20.0,1.946823,Comedy,0
22 Jump Street,2014,50000000.0,188441614.0,112.0,7.0,3375.0,10.901496,"Crime, Comedy, Action",1
